Name,Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type
1041-csves/0.csv,311,TCP,UDP,,0.051000000000000004,46.227,128.0045,19447.718,194.956,0.0,9010,162185,30,667,6015275,84,79,443,123,80,443,123,80,2.0,6.0,13.0,64.0,192.0,1647.5,not_mine
1041-csves/1.csv,72,UDP,TCP,,0.0,0.0,0.0,0.46799999999999997,0.123,0.0,108,2725,1,172,18676,38,38,53,443,41783,53,443,41783,1.0,1.0,1.0,40.75,53.0,101.75,not_mine
1042-csves/0.csv,16,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,16,1657,2,70,1134,9,9,53,35205,36137,53,35205,36137,1.0,1.0,1.0,33.75,52.0,69.25,not_mine
1042-csves/1.csv,325,TCP,UDP,,0.0,1.087,66.168,12808.81,285.856,0.0,9160,204863,30,831,7617085,86,82,443,123,80,443,123,80,1.0,3.0,6.0,37.0,96.0,280.0,not_mine
1043-csves/0.csv,58,UDP,TCP,,0.0,0.251,45.056,2020.9279999999999,172.213,0.0,4904,159782,21,922,4523434,23,25,123,443,80,123,80,443,1.0,2.0,2.75,48.0,64.0,94.0,not_mine
1043-csves/1.csv,42,TCP,UDP,,102.92225,104.44399999999999,233.99349999999998,5715.494000000001,240.263,0.0,496,2418,1,178,88778,24,23,443,123,80,443,80,123,5.0,6.0,7.0,168.0,248.0,315.0,not_mine
1044-csves/0.csv,50,TCP,UDP,,0.4085,173.23450000000003,225.28,6361.126,240.543,0.0,5262,138668,19,873,4597232,27,25,443,123,80,443,123,80,2.0,6.0,17.0,61.75,220.0,1384.5,not_mine
1044-csves/1.csv,50,TCP,UDP,,0.0,0.001,12.366,873.5140000000001,134.278,0.0,136,312,0,41,5615,22,22,123,443,53,123,443,53,1.0,2.0,3.0,48.0,64.0,127.0,not_mine
1045-csves/0.csv,55,TCP,UDP,,0.0,13.184,110.90799999999999,2825.16,128.012,0.0,222,2291,1,170,37822,27,27,443,123,80,443,123,80,1.0,4.0,5.0,48.0,120.0,248.0,not_mine
1045-csves/1.csv,283,TCP,UDP,,0.0,1.345,16.124000000000002,3524.638,62.002,0.0,5661,221365,33,818,4631170,91,88,443,123,80,443,123,80,1.0,2.0,3.0,32.0,64.0,96.0,not_mine
