Netflows,First_Protocol,Second_Protocol,Third_Protocol,p1_d,p2_d,p3_d,duration,max_d,min_d,#packets,Avg_bps,Avg_pps,Avg_bpp,#Bytes,#sp,#dp,first_sp,second_sp,third_sp,first_dp,second_dp,third_dp,p1_ip,p2_ip,p3_ip,p1_ib,p2_ib,p3_ib,Type,Cryptocurrency
226,TCP,UDP,,0.0,0.001,20.051,2759.385,49.426,0.0,5782,167930,25,817,4726546,71,69,443,80.0,53.0,443,80.0,53.0,1.0,2.0,3.0,32.0,64.0,133.25,not_mine,Does not have
71,TCP,UDP,,168.707,194.957,228.3675,12635.993999999999,263.0,0.0,5495,123887,18,839,4611369,32,28,123,443.0,80.0,123,443.0,80.0,4.5,7.0,8.5,192.0,256.0,664.0,not_mine,Does not have
45,TCP,,,2.319,5.632000000000001,20.99,516.924,48.471000000000004,0.0,338,1243,1,133,45162,2,2,58780,4444.0,,4444,58780.0,,3.0,4.0,11.0,180.0,607.0,1095.0,mine,Etherium
28,TCP,,,4.472,12.8375,34.172,688.11,92.807,0.0,460,1335,1,134,61794,2,2,56731,4444.0,,56731,4444.0,,4.0,9.5,21.25,497.0,921.0,2655.75,mine,Etherium
2,TCP,,,238.2855,238.287,238.2885,476.574,238.29,238.28400000000002,56,683,0,363,20363,2,2,3333,53058.0,,3333,53058.0,,28.0,28.0,28.0,5370.75,10181.5,14992.25,mine,Litecoin
66,TCP,UDP,,58.13575,58.842,90.08525,4284.927,122.82700000000001,0.0,313,1928,2,96,30113,36,35,443,80.0,35186.0,443,80.0,1900.0,3.0,4.0,5.0,96.0,128.0,216.0,not_mine,Does not have
67,TCP,UDP,,45.218,58.70399999999999,59.5355,3302.833,103.45700000000001,0.0,273,1224,2,67,18375,34,32,443,123.0,80.0,443,123.0,80.0,2.0,4.0,5.0,64.0,128.0,216.0,not_mine,Does not have
52,UDP,TCP,,0.0,0.0,0.0,7.142999999999999,3.089,0.0,185,10036,2,420,77757,27,29,53,443.0,33493.0,53,443.0,33493.0,1.0,1.0,1.0,42.0,54.5,114.0,not_mine,Does not have
12,TCP,,,15.272000000000002,29.9895,52.06200000000001,497.86699999999996,121.228,0.0,292,1219,1,134,39249,2,2,56731,4444.0,,56731,4444.0,,8.5,17.0,34.25,572.0,1649.5,3470.5,mine,Etherium
2,TCP,,,262.75600000000003,262.77700000000004,262.798,525.5540000000002,262.819,262.735,52,509,0,322,16746,2,2,3333,53058.0,,3333,53058.0,,25.0,26.0,27.0,4678.5,8373.0,12067.5,mine,Litecoin
83,UDP,TCP,,0.0,0.0,18.795,1246.7069999999999,134.972,0.0,617,11101,3,399,246361,30,29,123,443.0,53.0,123,443.0,53.0,1.0,1.0,4.5,48.0,53.0,167.0,not_mine,Does not have
81,TCP,UDP,,0.0,0.0,1.0,418.60899999999987,62.536,0.0,5663,423882,64,818,4636425,39,36,443,80.0,53.0,443,80.0,53.0,1.0,1.0,4.0,32.0,39.0,696.0,not_mine,Does not have
539,TCP,UDP,,0.0,0.247,24.8775,8116.6889999999985,81.04,0.0,9776,390192,78,625,6110121,263,272,443,53.0,123.0,443,53.0,123.0,1.0,5.0,15.0,47.0,411.0,4154.0,not_mine,Does not have
128,TCP,UDP,,0.0,0.0,45.056000000000004,2019.402,75.786,0.0,5164,141032,19,887,4585111,41,37,443,80.0,53.0,443,80.0,53.0,1.0,1.0,3.0,32.0,64.0,116.0,not_mine,Does not have
2,TCP,,,598.0512500000002,598.0515,598.05175,1196.103,598.052,598.0509999999999,723,1328,1,137,99302,2,2,4444,58780.0,,4444,58780.0,,352.75,361.5,370.25,32605.5,49651.0,66696.5,mine,Etherium
6,TCP,,,52.21325,101.596,153.19799999999998,616.319,170.87400000000002,36.102,379,1319,1,136,51604,2,2,4444,58780.0,,4444,58780.0,,31.75,66.5,90.0,3593.5,4943.5,12361.75,mine,Etherium
161,TCP,UDP,,0.0,0.0,1.405,1510.491,69.696,0.0,5813,327381,48,839,4881789,55,54,443,80.0,53.0,443,80.0,53.0,1.0,1.0,8.0,32.0,32.0,664.0,not_mine,Does not have
2,TCP,,,251.50825,251.5285,251.54875,503.05699999999996,251.56900000000002,251.488,42,448,0,335,14091,2,2,3333,53058.0,,3333,53058.0,,20.0,21.0,22.0,3964.75,7045.5,10126.25,mine,Litecoin
22,TCP,,,4.517,19.9625,25.40525,522.3879999999998,89.969,0.0,333,1290,1,134,44732,2,2,56731,4444.0,,56731,4444.0,,3.25,14.5,19.0,352.25,798.0,2500.75,mine,Etherium
365,TCP,UDP,,0.0,0.0,3.005,3564.6020000000008,90.086,0.0,6977,242269,41,729,5087753,109,84,443,80.0,53.0,443,5355.0,80.0,1.0,1.0,8.0,32.0,44.0,885.0,not_mine,Does not have
2,TCP,,,593.5674999999999,593.5899999999998,593.6125,1187.1799999999996,593.635,593.545,676,1223,1,134,90784,2,2,56731,4444.0,,56731,4444.0,,327.0,338.0,349.0,30522.0,45392.0,60262.0,mine,Etherium
2,TCP,,,578.8277499999998,579.0045,579.18125,1158.009,579.3580000000001,578.651,681,1271,1,135,92102,2,2,56731,4444.0,,56731,4444.0,,329.75,340.5,351.25,30738.0,46051.0,61364.0,mine,Etherium
29,TCP,UDP,,0.0,168.50799999999998,231.327,3531.7059999999997,240.23,0.0,5159,124680,17,890,4592885,18,16,80,443.0,123.0,80,443.0,123.0,1.0,21.0,27.0,108.0,1766.0,9022.0,not_mine,Does not have
10,TCP,,,16.828,28.645,51.803999999999995,328.38199999999995,62.927,5.471,192,1207,1,136,26160,2,2,4444,58780.0,,4444,58780.0,,12.25,14.5,32.0,675.75,1501.0,3088.0,mine,Etherium
2,TCP,,,214.61725,214.6175,214.61775,429.235,214.618,214.61700000000002,14,73,0,141,1981,2,2,51085,14444.0,,51085,14444.0,,7.0,7.0,7.0,565.25,990.5,1415.75,mine,Monero
334,TCP,UDP,,0.0,0.0,46.74800000000001,10068.205,194.80200000000002,0.0,5993,169263,28,730,4378274,151,146,443,53.0,123.0,443,53.0,123.0,1.0,1.0,13.75,37.0,126.0,2013.25,not_mine,Does not have
164,TCP,UDP,,0.0,0.206,46.4575,3102.3920000000003,68.861,0.0,8938,890567,127,876,7833875,84,83,443,53.0,80.0,443,53.0,80.0,1.0,5.0,19.0,53.0,506.0,4823.75,not_mine,Does not have
2,TCP,,,236.15,236.15200000000002,236.154,472.30400000000003,236.15599999999998,236.148,35,552,0,466,16319,2,2,3337,54082.0,,3337,54082.0,,17.25,17.5,17.75,4312.25,8159.5,12006.75,mine,Bitcash
114,TCP,UDP,,0.0,0.0,10.4895,1072.1989999999998,69.536,0.0,5396,421549,61,862,4653168,51,51,443,80.0,53.0,443,80.0,53.0,1.0,2.0,5.75,32.0,64.0,340.75,not_mine,Does not have
2,TCP,,,297.7807499999999,297.7935,297.8062500000001,595.587,297.819,297.768,357,1290,1,134,48051,2,2,4444,55582.0,,55582,4444.0,,173.25,178.5,183.75,16227.25,24025.5,31823.75,mine,Etherium
183,TCP,UDP,,0.0,0.0,45.5895,4519.971,120.006,0.0,6127,232186,34,836,5122671,53,52,443,123.0,80.0,443,123.0,80.0,1.0,1.0,3.0,32.0,60.0,98.0,not_mine,Does not have
313,TCP,UDP,,0.0,44.592,73.736,13749.428000000002,150.016,0.0,8852,181580,29,764,6764494,68,63,443,123.0,80.0,443,123.0,80.0,1.0,4.0,12.0,32.0,160.0,1989.0,not_mine,Does not have
2,TCP,,,258.252,258.252,258.252,516.504,258.252,258.252,14,53,0,123,1728,2,2,51085,14444.0,,51085,14444.0,,7.0,7.0,7.0,587.0,864.0,1141.0,mine,Monero
104,TCP,UDP,,0.0,0.106,93.96925,4842.415,193.528,0.0,5382,125264,18,855,4602052,31,29,443,80.0,123.0,443,80.0,123.0,1.0,2.0,7.0,32.0,78.0,280.0,not_mine,Does not have
127,TCP,UDP,,240.378,244.738,273.4585,30378.18800000001,291.22900000000004,1.501,20507,493591,69,890,18270792,67,66,443,44538.0,53780.0,443,1900.0,44538.0,19.0,26.0,39.0,2368.5,5594.0,13884.5,not_mine,Does not have
39,TCP,UDP,,13.630999999999998,57.958999999999996,59.701,2460.299,239.104,0.0,167,338,0,65,10900,22,20,443,80.0,123.0,443,80.0,123.0,2.5,5.0,5.0,80.0,184.0,220.0,not_mine,Does not have
336,UDP,TCP,,0.0,0.0,9.46825,2246.2030000000004,75.22,0.0,1725,28414,13,260,449431,165,178,53,443.0,59949.0,53,443.0,59949.0,1.0,1.0,9.0,41.0,93.5,1545.0,not_mine,Does not have
2,TCP,,,232.363,232.363,232.363,464.726,232.363,232.363,14,68,0,141,1981,2,2,51085,14444.0,,51085,14444.0,,7.0,7.0,7.0,565.25,990.5,1415.75,mine,Monero
226,TCP,UDP,,0.0,0.0,18.2375,3058.296,75.108,0.0,5500,123871,18,841,4628245,50,44,443,80.0,32838.0,443,80.0,1900.0,1.0,1.5,4.0,32.0,62.0,156.0,not_mine,Does not have
2,TCP,,,500.19025,500.1905,500.19075,1000.3810000000001,500.191,500.19,642,1396,1,136,87322,2,2,4444,58780.0,,4444,58780.0,,312.5,321.0,329.5,29100.5,43661.0,58221.5,mine,Etherium
52,TCP,UDP,,127.069,194.8,225.807,8113.516,246.61900000000003,0.215,5432,124885,18,847,4605046,31,26,443,80.0,5353.0,443,80.0,1900.0,5.75,9.0,15.0,224.0,333.5,941.25,not_mine,Does not have
2,TCP,,,66.7065,66.961,67.21549999999999,133.922,67.47,66.452,14,389,0,234,3285,2,2,3333,56490.0,,3333,56490.0,,6.5,7.0,7.5,954.25,1642.5,2330.75,mine,Litecoin
163,TCP,UDP,,0.0,17.25,45.911,3527.743999999999,51.121,0.0,2128,105396,37,352,750882,84,84,443,53.0,80.0,443,53.0,80.0,1.0,13.0,22.5,64.0,917.0,4044.5,not_mine,Does not have
2,TCP,,,246.08700000000002,246.105,246.123,492.21,246.141,246.06900000000002,16,65,0,125,2011,2,2,51085,14444.0,,51085,14444.0,,8.0,8.0,8.0,667.75,1005.5,1343.25,mine,Monero
2,TCP,,,539.061,539.061,539.061,1078.122,539.061,539.061,67,513,0,516,34575,2,2,59090,3337.0,,59090,3337.0,,33.25,33.5,33.75,9036.25,17287.5,25538.75,mine,Bitcash
2,TCP,,,245.79525,245.7955,245.79575,491.591,245.796,245.795,30,446,0,457,13715,2,2,59090,3337.0,,59090,3337.0,,15.0,15.0,15.0,3578.75,6857.5,10136.25,mine,Bitcash
2,TCP,,,245.013,245.013,245.013,490.026,245.013,245.013,33,445,0,413,13635,2,2,3332,52454.0,,3332,52454.0,,16.25,16.5,16.75,3647.75,6817.5,9987.25,mine,Bitcoin
2,TCP,,,298.847,298.847,298.847,597.694,298.847,298.847,374,1370,1,136,51204,2,2,4444,58780.0,,4444,58780.0,,181.0,187.0,193.0,17125.0,25602.0,34079.0,mine,Etherium
142,TCP,UDP,,58.87125,90.11200000000001,103.15125,11905.408000000001,148.933,0.0,587,1410,3,47,27681,74,73,443,80.0,48504.0,443,80.0,1900.0,3.0,4.0,5.0,96.0,128.0,192.0,not_mine,Does not have
85,UDP,TCP,,0.581,0.6,132.148,4450.019,280.078,0.0,5797,133907,19,853,4948737,56,23,443,80.0,5353.0,1900,443.0,80.0,3.0,3.0,8.0,152.0,375.0,696.0,not_mine,Does not have
351,TCP,UDP,ICMP6,12.454,45.071999999999996,143.6415,30512.085,273.873,0.0,24231,469833,81,722,17497998,148,145,443,80.0,123.0,443,80.0,123.0,3.0,15.0,28.0,128.0,2604.0,7562.0,not_mine,Does not have
2,TCP,,,245.0095,245.028,245.0465,490.056,245.065,244.99099999999999,28,96,0,105,2950,2,2,51085,14444.0,,51085,14444.0,,14.0,14.0,14.0,1217.5,1475.0,1732.5,mine,Monero
51,TCP,UDP,,103.3035,120.32,149.725,6386.701999999999,194.949,0.0,484,2985,2,161,78306,30,28,443,80.0,49202.0,443,80.0,1900.0,5.0,6.0,6.5,160.0,192.0,248.0,not_mine,Does not have
2,TCP,,,3.24075,6.4815,9.72225,12.963,12.963,0.0,3,604,0,326,980,2,2,3333,56490.0,,3333,56490.0,,1.25,1.5,1.75,255.0,490.0,725.0,mine,Litecoin
2,TCP,,,255.47825,255.4885,255.49875,510.977,255.50900000000001,255.468,20,81,0,129,2589,2,2,51085,14444.0,,51085,14444.0,,10.0,10.0,10.0,838.25,1294.5,1750.75,mine,Monero
797,TCP,UDP,,0.0,0.0,13.648,8755.653999999999,70.154,0.0,10803,191133,36,661,7143409,170,166,443,123.0,53.0,443,123.0,53.0,1.0,1.0,4.0,32.0,48.0,184.0,not_mine,Does not have
23,TCP,,,1.9045,21.373,30.994,578.976,110.729,0.0,361,1274,1,135,48886,2,2,4444,56731.0,,56731,4444.0,,3.0,11.0,17.0,487.0,774.0,2682.0,mine,Etherium
43,TCP,UDP,,103.1165,104.3,148.9095,4729.617,194.528,0.0,270,1326,1,119,32258,26,24,443,80.0,47166.0,443,80.0,1900.0,4.5,5.0,6.0,160.0,192.0,248.0,not_mine,Does not have
2,TCP,,,250.80675,250.8075,250.80825,501.615,250.80900000000003,250.80599999999998,26,362,0,437,11365,2,2,59090,3337.0,,59090,3337.0,,13.0,13.0,13.0,2971.25,5682.5,8393.75,mine,Bitcash
28,TCP,,,2.40175,7.9465,24.364,581.6659999999999,123.852,0.0,395,1362,1,135,53702,2,2,4444,55582.0,,55582,4444.0,,4.0,6.0,13.5,302.0,734.0,1893.75,mine,Etherium
419,TCP,UDP,ICMP6,0.0,0.0,0.0985,3384.645,80.26100000000001,0.0,5112,247559,38,798,4082156,121,121,443,53.0,123.0,443,53.0,123.0,1.0,1.0,3.0,32.0,32.0,121.5,not_mine,Does not have
55,TCP,UDP,,0.0,92.804,120.87100000000001,3720.118,180.22400000000002,0.0,6348,223056,30,905,5749281,28,24,443,80.0,53.0,443,80.0,1900.0,1.0,4.0,11.5,50.0,160.0,1296.5,not_mine,Does not have
32,TCP,,,10.12925,16.0225,21.11375,536.235,40.001999999999995,0.0,366,1387,1,136,49776,2,2,4444,58780.0,,4444,58780.0,,8.5,11.5,15.0,502.0,828.0,2613.5,mine,Etherium
15,UDP,,,0.0,0.0,0.0,3.002,3.002,0.0,18,226,0,84,1527,9,9,53,123.0,56560.0,53,123.0,50549.0,1.0,1.0,1.0,47.0,48.0,86.5,not_mine,Does not have
166,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,166,2142,3,79,13179,84,84,53,35355.0,34771.0,53,35355.0,34771.0,1.0,1.0,1.0,36.0,48.0,104.5,not_mine,Does not have
2,TCP,,,297.18325,297.1935,297.20375,594.387,297.214,297.173,340,1249,1,136,46427,2,2,4444,58780.0,,4444,58780.0,,165.0,170.0,175.0,15401.75,23213.5,31025.25,mine,Etherium
43,TCP,UDP,,8.722000000000001,26.965999999999998,52.742,1262.637,76.64399999999999,0.0,187,1483,1,109,20543,22,19,443,123.0,46276.0,443,123.0,1900.0,3.0,4.0,5.0,80.0,111.0,187.5,not_mine,Does not have
216,TCP,UDP,,0.0,11.5415,45.08225,5627.529,135.168,0.0,19341,586297,65,1114,21547328,46,41,443,80.0,123.0,443,80.0,1900.0,1.0,2.0,4.0,32.0,64.0,153.0,not_mine,Does not have
87,TCP,UDP,,0.0,6.204,45.3665,1591.019,60.004,0.0,5669,457486,66,861,4882699,46,44,443,53.0,123.0,443,53.0,123.0,1.0,2.0,15.0,40.0,64.0,2351.0,not_mine,Does not have
1,TCP,,,297.137,297.137,297.137,297.137,297.137,297.137,23,15,0,24,565,1,1,49875,,,3337,,,23.0,23.0,23.0,565.0,565.0,565.0,mine,Bitcash
117,TCP,UDP,,0.0,0.0,45.056000000000004,1874.5520000000001,60.001999999999995,0.0,5247,165708,23,874,4587666,37,36,443,80.0,53.0,443,80.0,53.0,1.0,1.0,2.0,32.0,40.0,64.0,not_mine,Does not have
2,TCP,,,241.642,241.642,241.642,483.284,241.642,241.642,22,95,0,130,2872,2,2,51085,14444.0,,51085,14444.0,,11.0,11.0,11.0,919.0,1436.0,1953.0,mine,Monero
268,TCP,UDP,,0.0,0.001,13.698,3887.1609999999996,102.986,0.0,11561,250694,39,799,9247604,59,54,443,123.0,80.0,443,123.0,80.0,1.0,2.0,9.0,32.0,60.0,1112.0,not_mine,Does not have
2,TCP,,,296.50425,296.5045,296.50475,593.009,296.505,296.504,369,1343,1,135,49816,2,2,4444,55582.0,,55582,4444.0,,180.25,184.5,188.75,16386.5,24908.0,33429.5,mine,Etherium
66,TCP,UDP,,0.0,6.3645,45.056000000000004,1312.54,91.89,0.0,5093,168383,23,900,4586055,31,31,443,80.0,53.0,443,80.0,53.0,1.0,3.0,5.0,50.0,96.0,926.25,not_mine,Does not have
36,TCP,UDP,,3.00475,174.19099999999997,227.83075,4949.109,240.56099999999998,0.0,5297,124107,17,868,4600406,22,19,443,80.0,43372.0,443,80.0,1900.0,4.0,8.0,23.5,215.75,664.0,6474.0,not_mine,Does not have
6,TCP,,,28.08,76.82,85.86175,358.615,92.355,11.911,213,1249,1,135,28858,2,2,56731,4444.0,,56731,4444.0,,16.25,47.5,51.0,1549.5,2231.5,8800.25,mine,Etherium
2,TCP,,,497.37025000000006,497.3705,497.37074999999993,994.7410000000001,497.371,497.37,83,454,0,340,28265,2,2,3333,53058.0,,3333,53058.0,,40.75,41.5,42.25,7655.25,14132.5,20609.75,mine,Litecoin
2,TCP,,,566.984,566.984,566.984,1133.968,566.984,566.984,79,567,0,508,40197,2,2,3337,49875.0,,3337,49875.0,,39.25,39.5,39.75,10501.75,20098.5,29695.25,mine,Bitcash
2,TCP,,,560.437,560.4380000000001,560.4390000000002,1120.8760000000002,560.44,560.436,55,329,0,420,23104,2,2,3337,54082.0,,3337,54082.0,,27.25,27.5,27.75,6108.5,11552.0,16995.5,mine,Bitcash
2,TCP,,,270.61425,270.6145,270.61475,541.229,270.615,270.61400000000003,31,389,0,425,13193,2,2,3333,56490.0,,3333,56490.0,,15.25,15.5,15.75,3511.25,6596.5,9681.75,mine,Litecoin
2,TCP,,,241.92425000000003,241.9245,241.92475,483.8490000000001,241.925,241.924,39,474,0,368,14354,2,2,3332,55654.0,,3332,55654.0,,17.25,19.5,21.75,3816.5,7177.0,10537.5,mine,Bitcoin
2,TCP,,,517.81,517.81,517.81,1035.62,517.81,517.81,51,368,0,468,23883,2,2,59090,3337.0,,59090,3337.0,,25.25,25.5,25.75,6283.25,11941.5,17599.75,mine,Bitcash
92,TCP,UDP,,18.4765,50.508,168.857,9406.357000000002,240.252,0.0,6869,158302,23,839,5769814,49,42,80,443.0,123.0,80,443.0,123.0,3.0,9.0,23.5,60.0,680.0,5681.75,not_mine,Does not have
143,TCP,UDP,,0.0,0.46399999999999997,45.063,2316.199,92.303,0.0,5504,181147,25,876,4826868,52,42,443,80.0,53.0,443,5355.0,80.0,1.0,2.0,4.0,38.0,64.0,123.0,not_mine,Does not have
242,TCP,UDP,,0.0,0.049,16.46925,2714.4709999999995,77.825,0.0,1532,33836,10,405,621550,124,123,443,53.0,80.0,443,53.0,80.0,1.0,2.0,7.0,48.0,104.0,906.0,not_mine,Does not have
4,TCP,,,159.98225000000005,226.7955,293.61875,907.222,293.657,159.974,504,1201,1,135,68153,2,2,56731,4444.0,,56731,4444.0,,95.5,122.0,152.5,6593.5,14147.0,24591.75,mine,Etherium
8,TCP,,,31.893,43.336000000000006,58.148999999999994,365.631,70.03399999999999,23.747,229,1308,1,134,30706,2,2,4444,58780.0,,4444,58780.0,,20.75,27.5,35.25,1490.25,3097.5,5740.25,mine,Etherium
96,TCP,UDP,,0.26425,13.357999999999999,45.25925,2820.914,227.38,0.0,2287,50045,8,710,1623804,45,43,443,123.0,80.0,443,123.0,80.0,2.0,5.0,12.25,96.0,184.0,2515.0,not_mine,Does not have
97,UDP,TCP,,0.41600000000000004,167.247,194.967,12527.395,274.0,0.0,5571,124113,18,827,4610210,34,26,123,443.0,80.0,123,443.0,5355.0,2.0,5.0,8.0,48.0,240.0,316.0,not_mine,Does not have
34,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,34,2159,4,66,2244,18,18,53,32795.0,50500.0,53,32795.0,50500.0,1.0,1.0,1.0,38.25,48.0,99.0,not_mine,Does not have
19,UDP,TCP,,0.0,0.0,0.0005,3.5429999999999997,3.002,0.0,34,375,0,65,2239,11,15,53,443.0,80.0,53,48026.0,59127.0,1.0,1.0,2.0,35.0,53.0,111.5,not_mine,Does not have
84,TCP,UDP,,13.199000000000002,13.8085,45.062,2429.487,104.559,0.0,336,1513,2,64,21690,45,44,443,80.0,57982.0,443,80.0,1900.0,2.0,4.0,5.0,64.0,128.0,184.0,not_mine,Does not have
62,UDP,TCP,,0.0,0.0,0.322,47.542,16.287,0.0,235,9345,4,270,63546,33,35,53,443.0,59532.0,53,443.0,59532.0,1.0,1.0,7.0,42.25,71.0,947.0,not_mine,Does not have
2,TCP,,,529.0885,529.0889999999998,529.0895,1058.178,529.09,529.0880000000001,58,270,0,308,17869,2,2,3337,49875.0,,3337,49875.0,,28.5,29.0,29.5,4977.25,8934.5,12891.75,mine,Bitcash
2,TCP,,,391.7985,391.79900000000004,391.7995,783.5980000000001,391.8,391.798,75,457,0,298,22400,2,2,3333,50348.0,,3333,50348.0,,35.75,37.5,39.25,6377.5,11200.0,16022.5,mine,Litecoin
2,TCP,,,275.371,275.371,275.371,550.742,275.371,275.371,44,387,0,302,13330,2,2,3333,56490.0,,3333,56490.0,,21.0,22.0,23.0,3784.5,6665.0,9545.5,mine,Litecoin
51,TCP,UDP,,0.4285,25.622,58.2705,1453.058,119.99799999999999,0.0,202,1138,1,96,19553,30,27,443,80.0,62753.0,443,1900.0,80.0,3.0,4.0,4.0,80.0,111.0,180.5,not_mine,Does not have
536,TCP,UDP,,16.25275,226.69,255.2315,89268.743,294.37,0.0,25022,343393,84,510,12785181,264,263,443,53.0,123.0,443,53.0,123.0,8.0,16.5,30.0,287.0,2323.0,7224.5,not_mine,Does not have
148,TCP,UDP,,0.29175,57.961000000000006,59.727,6003.253999999999,120.32600000000001,0.0,547,1983,4,58,31814,69,66,443,123.0,80.0,443,123.0,80.0,2.0,4.0,4.0,96.0,124.0,205.0,not_mine,Does not have
2,TCP,,,167.88025,167.88049999999996,167.88075,335.761,167.88099999999997,167.88,31,467,0,316,9818,2,2,3332,52403.0,,3332,52403.0,,14.25,15.5,16.75,2663.5,4909.0,7154.5,mine,Bitcoin
2,TCP,,,545.63625,545.6365,545.6367499999999,1091.2730000000001,545.637,545.636,54,367,0,464,25095,2,2,3337,49875.0,,3337,49875.0,,27.0,27.0,27.0,6543.75,12547.5,18551.25,mine,Bitcash
2,TCP,,,300.701,300.711,300.721,601.422,300.731,300.691,361,1307,1,136,49154,2,2,4444,58780.0,,4444,58780.0,,174.75,180.5,186.25,16321.5,24577.0,32832.5,mine,Etherium
119,TCP,UDP,,82.12200000000001,103.964,148.291,12480.139,184.32,0.0,670,1773,3,62,41719,64,58,443,80.0,123.0,443,80.0,1900.0,4.0,6.0,6.0,160.0,192.0,248.0,not_mine,Does not have
123,TCP,UDP,,0.0,3.005,73.487,5120.261,180.113,0.0,5843,213683,32,823,4810999,57,59,443,53.0,80.0,443,53.0,80.0,1.0,3.0,16.0,48.0,137.0,2129.5,not_mine,Does not have
2,TCP,,,286.965,286.965,286.965,573.93,286.965,286.965,16,56,0,125,2011,2,2,51085,14444.0,,51085,14444.0,,8.0,8.0,8.0,667.75,1005.5,1343.25,mine,Monero
47,UDP,TCP,,0.0,0.0,0.0865,87.11,60.004,0.0,215,2935,0,459,98730,25,23,123,80.0,53.0,123,80.0,53.0,1.0,1.0,2.0,48.0,64.0,88.0,not_mine,Does not have
13,TCP,,,6.931,8.807,82.50399999999999,907.122,337.161,1.262,563,1299,1,134,75720,2,2,64790,4444.0,,4444,64790.0,,4.0,6.0,48.0,307.0,921.0,2369.0,mine,Etherium
2,TCP,,,126.10675,129.8835,133.66025000000002,259.767,137.437,122.33,23,446,0,333,7679,2,2,3333,53058.0,,3333,53058.0,,11.25,11.5,11.75,2145.75,3839.5,5533.25,mine,Litecoin
535,TCP,UDP,,14.5245,58.583999999999996,90.5905,31324.967,170.43099999999998,0.0,8275,104202,45,286,2370211,267,265,443,80.0,37076.0,443,80.0,1900.0,5.0,10.0,15.5,216.0,1608.0,3799.5,not_mine,Does not have
2,TCP,,,299.87825,301.5635,303.2487500000001,603.127,304.934,298.193,39,479,0,468,18287,2,2,3333,56490.0,,3333,56490.0,,18.75,19.5,20.25,4893.75,9143.5,13393.25,mine,Litecoin
2,TCP,,,284.493,284.493,284.493,568.986,284.493,284.493,30,352,0,417,12538,2,2,3337,49875.0,,3337,49875.0,,14.5,15.0,15.5,3399.5,6269.0,9138.5,mine,Bitcash
141,TCP,UDP,,0.0,0.002,19.756,1952.11,75.78699999999999,0.0,5510,168172,24,875,4825978,44,40,443,80.0,123.0,443,80.0,123.0,1.0,2.0,3.0,32.0,64.0,127.0,not_mine,Does not have
30,TCP,UDP,,62.27475,90.11200000000001,116.1305,2473.258,149.342,0.0,136,672,0,101,13761,23,14,80,443.0,47560.0,80,443.0,1900.0,3.0,4.0,5.0,79.25,128.0,240.0,not_mine,Does not have
44,TCP,UDP,,0.0,4.5005,45.05525,733.2309999999999,48.544,0.0,5055,428354,59,904,4569796,22,21,443,80.0,123.0,443,80.0,53.0,1.0,2.0,9.25,48.0,96.0,2136.5,not_mine,Does not have
2,TCP,,,551.441,551.441,551.441,1102.882,551.441,551.441,45,79,0,121,5489,2,2,51085,14444.0,,51085,14444.0,,22.25,22.5,22.75,1938.25,2744.5,3550.75,mine,Monero
234,TCP,UDP,,0.0,0.0,7.2705,2640.1220000000003,72.062,0.0,5973,237912,37,799,4772709,67,65,443,80.0,123.0,443,80.0,123.0,1.0,1.0,3.0,32.0,48.0,299.5,not_mine,Does not have
10,TCP,,,26.22375,36.794000000000004,84.09,686.3639999999998,185.542,8.151,411,1244,1,134,55162,2,2,56731,4444.0,,56731,4444.0,,18.75,25.0,49.75,1229.25,3369.0,5002.25,mine,Etherium
75,TCP,UDP,,3.23,62.589,194.56,7975.1309999999985,295.191,0.0,14273,273820,47,719,10266265,38,32,443,80.0,53.0,443,80.0,1900.0,4.0,6.0,18.0,124.0,316.0,3318.0,not_mine,Does not have
72,TCP,UDP,,55.11625,58.907,64.988,4120.851,128.0,0.0,293,1073,2,65,19109,34,33,443,123.0,80.0,443,123.0,80.0,2.0,4.0,5.0,96.0,148.0,216.0,not_mine,Does not have
354,UDP,TCP,,0.0,0.0,7.035500000000001,2260.1639999999998,54.916000000000004,0.0,2219,56903,23,309,685692,174,184,53,443.0,37997.0,53,443.0,37997.0,1.0,1.0,11.0,46.0,105.5,2208.75,not_mine,Does not have
45,TCP,UDP,,0.55,29.123,59.239,1517.086,100.115,0.0,172,1297,1,98,16875,27,22,443,80.0,5353.0,443,80.0,1900.0,2.0,3.0,4.0,64.0,96.0,216.0,not_mine,Does not have
78,UDP,TCP,,0.0,0.0,0.029,140.763,32.335,0.0,237,9756,4,269,63755,39,42,53,443.0,51865.0,53,443.0,55263.0,1.0,1.0,2.75,36.0,64.0,176.5,not_mine,Does not have
76,UDP,,,0.0,0.0,0.0,0.0,0.0,0.0,76,3802,6,74,5683,39,39,53,47993.0,60225.0,53,47993.0,60225.0,1.0,1.0,1.0,39.0,54.0,96.0,not_mine,Does not have
6,TCP,,,81.91975000000002,201.47250000000003,233.95475,976.575,244.782,41.997,90,489,0,331,29863,4,4,3332,52530.0,52514.0,3332,52530.0,52514.0,10.25,15.0,18.25,448.0,2160.0,9125.75,mine,Bitcoin
2,TCP,,,96.03775,97.1205,98.20325,194.241,99.286,94.955,19,734,0,480,9121,2,2,3333,56490.0,,3333,56490.0,,9.25,9.5,9.75,2370.25,4560.5,6750.75,mine,Litecoin
